# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs/ebola_delphy.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs/ebola_delphy.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-out-beast-xml beast2_run/ebola.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
34400000	-22818.7	-26697.4	3878.67	-26697.4	0.308461	0.00171584	6.05928	118.208	0.081397	1.59476	0.31722	0.210505	0.20123	0.271045
34600000	-22772.2	-26684	3911.82	-26684	0.287626	0.00337883	7.12343	151.344	0.0620432	1.58945	0.317804	0.212912	0.201924	0.267361
34800000	-22809.3	-26696.2	3886.92	-26696.2	0.352274	0.00221728	6.11553	126.401	0.077084	-0.971471	0.324557	0.211248	0.195792	0.268402
35000000	-22834.2	-26699.3	3865.11	-26699.3	0.305003	0.00152674	11.2337	106.409	0.14292	5.81797	0.316102	0.218103	0.196238	0.269557
35200000	-22842.8	-26697.3	3854.41	-26697.3	0.272133	0.00230172	7.02189	95.2098	0.185866	7.66435	0.317014	0.210105	0.199979	0.272903
35400000	-22829.6	-26703.4	3873.76	-26703.4	0.270918	0.00189618	11.0586	115.237	0.15336	10.0861	0.314081	0.217045	0.197979	0.270895
35600000	-22835.9	-26698.1	3862.19	-26698.1	0.266197	0.00223984	6.21948	102.853	0.168454	12.5363	0.31625	0.214218	0.194431	0.275102
35800000	-22851.9	-26704.3	3852.33	-26704.3	0.358543	0.00178712	5.83295	92.4054	0.150704	0.906809	0.318407	0.212543	0.197475	0.271575
36000000	-22860.7	-26706.1	3845.41	-26706.1	0.330348	0.00147701	10.0491	86.1445	0.117021	1.14325	0.31959	0.212529	0.200952	0.266928
36200000	-22862.3	-26705.1	3842.88	-26705.1	0.301133	0.0018626	7.34889	83.2956	0.136445	3.12013	0.31978	0.212649	0.202219	0.265352
36400000	-22822.8	-26697	3874.17	-26697	0.307624	0.00238894	10.7278	114.894	0.103465	0.777872	0.312921	0.219576	0.197687	0.269816
36600000	-22823.6	-26695.7	3872.09	-26695.7	0.308328	0.00229113	8.62601	112.955	0.1348	9.00617	0.319127	0.213509	0.196999	0.270365
36800000	-22816	-26693.8	3877.8	-26693.8	0.296589	0.00215881	12.6207	118.59	0.0768324	2.32295	0.316458	0.213428	0.200203	0.269912
37000000	-22888.6	-26710.6	3821.99	-26710.6	0.312879	0.00157595	5.59503	62.5132	0.194944	8.42775	0.320343	0.214867	0.196973	0.267817
37200000	-22858.1	-26703.9	3845.75	-26703.9	0.292045	0.00126789	9.75953	87.0411	0.179189	6.60158	0.324782	0.213357	0.192653	0.269208
37400000	-22904	-26726.7	3822.68	-26726.7	0.339922	0.00150526	7.59764	63.6107	0.206512	4.78895	0.32212	0.214247	0.201232	0.262401
37600000	-22853.2	-26702.7	3849.5	-26702.7	0.284763	0.00197948	9.16148	90.4448	0.146275	5.73535	0.322943	0.211965	0.195318	0.269774
37800000	-22807.7	-26690.4	3882.66	-26690.4	0.28337	0.00221291	10.6837	123.666	0.115811	6.21127	0.32201	0.218014	0.194302	0.265674
38000000	-22819.5	-26697.8	3878.3	-26697.8	0.315133	0.00192665	24.745	120.681	0.0855205	2.5643	0.324153	0.210486	0.193097	0.272264
38200000	-22837.4	-26705.7	3868.34	-26705.7	0.270247	0.00211698	11.9517	109.68	0.118718	9.10368	0.317564	0.213919	0.200389	0.268128
38400000	-22772.8	-26682.5	3909.66	-26682.5	0.291878	0.00369569	7.52205	149.072	0.0510176	1.51704	0.314463	0.215835	0.200631	0.26907
38600000	-22790.4	-26696.5	3906.06	-26696.5	0.284783	0.00275131	8.07093	145.693	0.0561527	1.82333	0.320099	0.212538	0.202502	0.264861
38800000	-22801.8	-26687.7	3885.89	-26687.7	0.270763	0.00223286	8.16665	126.154	0.0920877	5.18754	0.319105	0.217091	0.193855	0.269949
39000000	-22821.3	-26691.9	3870.66	-26691.9	0.264481	0.00176078	6.81181	111.226	0.144194	9.81096	0.321697	0.211448	0.197393	0.269463
39200000	-22817.6	-26693.1	3875.46	-26693.1	0.273198	0.00218643	7.22604	115.95	0.12823	8.19759	0.314503	0.218759	0.193997	0.272741
39400000	-22774.3	-26681.6	3907.28	-26681.6	0.283852	0.00252929	13.4834	147.95	0.0609007	1.62353	0.316882	0.216364	0.196099	0.270655
39600000	-22783.6	-26684.3	3900.69	-26684.3	0.282886	0.00216651	10.0295	141.041	0.0754311	2.84788	0.314909	0.217432	0.1971	0.270559
39800000	-22837.3	-26695.1	3857.82	-26695.1	0.286543	0.00191695	9.25847	98.7379	0.145954	4.50757	0.315762	0.215416	0.202963	0.265859
40000000	-22847	-26701	3854.06	-26701	0.285745	0.00199379	5.57073	94.3298	0.162514	6.42409	0.323446	0.215059	0.195299	0.266196
40200000	-22818.4	-26702.1	3883.79	-26702.1	0.270073	0.00210288	7.77613	123.87	0.090846	2.65378	0.321381	0.212766	0.197844	0.268009
40400000	-22802.2	-26687.1	3884.9	-26687.1	0.273767	0.00227678	5.48139	124.499	0.0849637	6.60067	0.317165	0.214092	0.199167	0.269576
40600000	-22867.6	-26705.2	3837.64	-26705.2	0.272547	0.00168514	10.3174	79.1014	0.190109	6.893	0.320301	0.212035	0.195315	0.27235
40800000	-22815.6	-26694.9	3879.3	-26694.9	0.283308	0.00238777	17.1899	120.562	0.0685941	-0.462462	0.321495	0.207726	0.196912	0.273867
41000000	-22750.7	-26677.6	3926.85	-26677.6	0.279439	0.00305126	11.9474	167.212	0.0559138	2.37785	0.322964	0.219898	0.195228	0.261909
41200000	-22761.3	-26680.4	3919.19	-26680.4	0.289925	0.00317941	10.5074	159.152	0.0501675	-0.958134	0.320454	0.214874	0.198995	0.265677
41400000	-22790.5	-26685.8	3895.32	-26685.8	0.311941	0.00230644	8.77153	135.515	0.0839343	2.15191	0.321219	0.213752	0.1963	0.268729
41600000	-22815.8	-26705.1	3889.31	-26705.1	0.269484	0.00215531	6.4388	129.151	0.0910611	4.46012	0.30984	0.21418	0.199921	0.276059
41800000	-22829.2	-26693.2	3863.99	-26693.2	0.281306	0.00219131	9.65098	104.601	0.110806	1.25854	0.316681	0.215042	0.196716	0.271561
42000000	-22790.3	-26686.7	3896.32	-26686.7	0.29874	0.00249017	7.68793	136.405	0.0866109	4.61792	0.318508	0.217667	0.196257	0.267568
42200000	-22832.9	-26697.3	3864.39	-26697.3	0.336895	0.0018066	8.94708	104.828	0.106359	-1.41393	0.316624	0.2137	0.198318	0.271357
42400000	-22755.4	-26678	3922.53	-26678	0.259613	0.00293913	7.58189	162.221	0.0562473	6.56899	0.322412	0.21672	0.201719	0.259149
42600000	-22849.2	-26704.1	3854.86	-26704.1	0.307623	0.00173023	12.2343	96.1981	0.133085	4.20749	0.322942	0.206919	0.203687	0.266452
42800000	-22807.3	-26686.5	3879.15	-26686.5	0.269164	0.00216403	9.06542	120.305	0.14643	12.7855	0.316305	0.217965	0.197539	0.268191
43000000	-22900.5	-26724.3	3823.78	-26724.3	0.43605	0.00104082	13.2005	65.4554	0.179407	0.844659	0.320265	0.213246	0.202633	0.263857
43200000	-22875.1	-26713.5	3838.33	-26713.5	0.37227	0.00118933	6.20579	78.9294	0.196339	5.80073	0.3244	0.212195	0.198381	0.265024
43400000	-22792.2	-26686.5	3894.37	-26686.5	0.27399	0.0027588	11.0305	135.107	0.0853646	5.52104	0.314754	0.219424	0.199415	0.266407
43600000	-22807.4	-26690.6	3883.12	-26690.6	0.291828	0.00233518	6.38562	123.222	0.110733	6.87294	0.323571	0.208783	0.198087	0.26956
43800000	-22847.4	-26698.6	3851.21	-26698.6	0.273336	0.00166247	10.7909	92.8102	0.189038	8.99287	0.317835	0.213463	0.199682	0.26902
44000000	-22844.6	-26702.5	3857.9	-26702.5	0.298359	0.00190917	18.1421	99.9882	0.125612	3.59178	0.314856	0.218309	0.199331	0.267504
44200000	-22887.1	-26710.1	3822.98	-26710.1	0.30843	0.00125274	12.3411	65.2812	0.287049	9.69594	0.320465	0.213459	0.197634	0.268442
44400000	-22840.6	-26698.1	3857.5	-26698.1	0.288414	0.00218382	13.3092	99.3726	0.169956	7.89462	0.315015	0.215788	0.199798	0.2694
44600000	-22845.8	-26698.1	3852.31	-26698.1	0.270475	0.00226578	12.9645	94.6162	0.202965	17.2655	0.317941	0.216792	0.199876	0.265392
44800000	-22843.9	-26701.3	3857.41	-26701.3	0.369542	0.00154003	9.25666	98.1097	0.132998	-0.572246	0.319406	0.215612	0.19745	0.267531
45000000	-22816.2	-26692.6	3876.34	-26692.6	0.277188	0.0019652	7.78955	116.787	0.122076	4.75282	0.312575	0.219315	0.199916	0.268195
45200000	-22822.1	-26705.8	3883.71	-26705.8	0.30946	0.0020996	14.7083	124.816	0.0832121	0.0468212	0.317131	0.216377	0.197227	0.269265
45400000	-22771	-26680.8	3909.74	-26680.8	0.287076	0.00243268	5.73674	149.207	0.079135	2.75305	0.320848	0.214445	0.194822	0.269886
45600000	-22789.5	-26688.7	3899.22	-26688.7	0.278008	0.00273495	7.38081	138.87	0.0689642	0.351369	0.319897	0.217342	0.198328	0.264433
45800000	-22769.8	-26678.8	3908.99	-26678.8	0.269148	0.00262749	9.67484	149.205	0.0683024	3.79215	0.313759	0.214875	0.199856	0.27151
46000000	-22807.5	-26691.3	3883.88	-26691.3	0.293379	0.00182778	9.36352	124.412	0.102223	3.00647	0.319624	0.217118	0.193945	0.269312
46200000	-22779	-26684	3904.97	-26684	0.289408	0.00256657	9.74511	145.196	0.0677666	4.06124	0.311366	0.215068	0.198564	0.275003
46400000	-22784.2	-26683.5	3899.28	-26683.5	0.292637	0.00225931	7.75217	139.076	0.0688263	2.37528	0.317408	0.21524	0.195368	0.271984
46600000	-22774.9	-26681.3	3906.34	-26681.3	0.266069	0.00315214	10.9245	147.436	0.102512	11.3539	0.32869	0.209513	0.193363	0.268433
46800000	-22813.7	-26693.4	3879.68	-26693.4	0.301902	0.00203541	8.28307	120.142	0.109495	5.15946	0.320411	0.218784	0.195231	0.265574
47000000	-22798.7	-26684.9	3886.18	-26684.9	0.258627	0.00241863	7.26653	126.78	0.114614	14.9342	0.316203	0.216467	0.200107	0.267222
47200000	-22782.1	-26686.5	3904.4	-26686.5	0.285621	0.00253194	5.12069	143.627	0.0728307	3.04392	0.319999	0.207256	0.20232	0.270424
47400000	-22786.4	-26688.8	3902.45	-26688.8	0.302862	0.00309526	9.71515	142.621	0.0647231	3.96543	0.319437	0.220066	0.198193	0.262303
47600000	-22795.5	-26682.4	3886.91	-26682.4	0.261383	0.00279702	8.41953	127.818	0.138612	10.8146	0.321237	0.213354	0.196849	0.26856
47800000	-22796.8	-26688.9	3892.11	-26688.9	0.313246	0.00228227	11.3328	132.793	0.0814119	3.77212	0.318277	0.213923	0.200593	0.267208
48000000	-22876.9	-26710.8	3833.87	-26710.8	0.296919	0.00166358	5.16519	74.2992	0.215681	6.16444	0.321416	0.214512	0.201028	0.263044
48200000	-22849.5	-26707	3857.51	-26707	0.343539	0.00199239	10.064	98.3625	0.120285	3.70604	0.324874	0.213187	0.190731	0.271208
48400000	-22868	-26709	3840.95	-26709	0.339318	0.00179186	8.35736	81.6526	0.143398	3.75463	0.323631	0.208219	0.200528	0.267623
48600000	-22816.4	-26688.8	3872.4	-26688.8	0.280995	0.00188056	8.66637	113.383	0.162064	6.8208	0.318332	0.210088	0.199304	0.272277
48800000	-22807.3	-26689.7	3882.35	-26689.7	0.2705	0.00214666	8.9733	122.916	0.103077	6.09972	0.316011	0.215219	0.198088	0.270682
49000000	-22825.1	-26694.7	3869.63	-26694.7	0.285623	0.00229491	9.69427	110.623	0.136021	6.3925	0.323983	0.215259	0.195957	0.264801
49200000	-22794.4	-26689.3	3894.96	-26689.3	0.329261	0.00222962	7.41768	135.007	0.0897889	4.19936	0.317478	0.212852	0.199216	0.270454
49400000	-22788.3	-26685	3896.72	-26685	0.275672	0.00288303	5.72338	136.833	0.120859	9.55152	0.317316	0.216522	0.200763	0.265399
49600000	-22762.9	-26681.5	3918.62	-26681.5	0.288745	0.00277282	17.7022	159.627	0.0499582	0.617297	0.322801	0.215133	0.196935	0.265131
49800000	-22801.6	-26686	3884.4	-26686	0.271432	0.00232112	8.18443	125.25	0.144285	9.21696	0.321099	0.216314	0.193097	0.26949
50000000	-22812.3	-26692.9	3880.63	-26692.9	0.302276	0.00276013	17.5666	122.141	0.0783539	2.59552	0.319558	0.215097	0.199931	0.265414
50200000	-22824.1	-26692.7	3868.61	-26692.7	0.274946	0.00183683	15.1369	110.554	0.130138	10.0994	0.320052	0.215774	0.193947	0.270227
50400000	-22781	-26680.4	3899.36	-26680.4	0.270143	0.00254209	11.3579	140.634	0.112799	11.5654	0.321858	0.214876	0.197636	0.26563
50600000	-22786.4	-26685.2	3898.79	-26685.2	0.311966	0.00222616	7.56787	138.814	0.0874235	3.47533	0.321765	0.21281	0.199563	0.265862
50800000	-22767.6	-26678.9	3911.27	-26678.9	0.267338	0.00348447	6.99928	151.067	0.0717259	6.54395	0.318384	0.212445	0.201449	0.267723
51000000	-22739.1	-26683.4	3944.31	-26683.4	0.271043	0.00303038	6.21498	183.148	0.0397796	0.94818	0.31774	0.213716	0.202604	0.265941
51200000	-22776.4	-26681.7	3905.32	-26681.7	0.294965	0.00266247	8.7128	145.448	0.0735241	4.49074	0.322566	0.214044	0.197593	0.265797
51400000	-22782.2	-26684.6	3902.41	-26684.6	0.286136	0.00219506	7.76992	142.264	0.0763416	0.921585	0.31234	0.214237	0.198969	0.274454
51600000	-22745.7	-26681.8	3936.06	-26681.8	0.2625	0.0033259	9.27862	175.972	0.0497143	6.41059	0.317284	0.214704	0.196433	0.271579
51800000	-22777.9	-26683.6	3905.69	-26683.6	0.292416	0.00222852	10.7303	145.996	0.0592993	5.00283	0.322475	0.211274	0.201894	0.264358
52000000	-22808.9	-26690	3881.08	-26690	0.275109	0.00254152	14.5215	122.8	0.120488	8.43575	0.312555	0.21427	0.201578	0.271596
52200000	-22822.4	-26696.5	3874.07	-26696.5	0.281203	0.00226256	20.0339	116.189	0.105125	3.31167	0.318562	0.216964	0.196662	0.267812
52400000	-22794.3	-26686	3891.69	-26686	0.267415	0.00194334	7.35259	131.431	0.0665503	4.48096	0.319818	0.210646	0.195875	0.273661
52600000	-22855.6	-26706.1	3850.49	-26706.1	0.360894	0.00145251	9.74816	91.3865	0.137646	2.65123	0.317106	0.212135	0.199624	0.271135
52800000	-22826.6	-26696.3	3869.64	-26696.3	0.326076	0.00181984	8.98422	110.341	0.124269	4.50577	0.320063	0.213874	0.201169	0.264894
53000000	-22782.1	-26682.7	3900.62	-26682.7	0.258048	0.00258458	6.42192	140.625	0.0974174	7.45112	0.31739	0.212687	0.197168	0.272755
53200000	-22805	-26692.2	3887.16	-26692.2	0.31715	0.00219703	12.0324	127.853	0.0778381	1.74806	0.321631	0.210932	0.197754	0.269683
53400000	-22804.4	-26689.8	3885.42	-26689.8	0.291095	0.00246674	8.02343	125.75	0.0986543	6.23041	0.319132	0.216437	0.19438	0.270051
53600000	-22829.4	-26698.4	3869.08	-26698.4	0.294539	0.00205	9.65139	109.633	0.10431	1.35923	0.313259	0.219862	0.199161	0.267717
53800000	-22772.1	-26679.1	3907	-26679.1	0.288662	0.00287433	12.7288	147.525	0.0606665	1.01965	0.31874	0.210964	0.200121	0.270174
54000000	-22812.9	-26689.3	3876.43	-26689.3	0.281067	0.00190707	9.48448	117.09	0.0984006	7.27595	0.321387	0.210615	0.197019	0.270979
54200000	-22777.3	-26681.7	3904.39	-26681.7	0.28186	0.00299576	7.05325	144.264	0.0816406	4.31705	0.317419	0.218193	0.197118	0.26727
54400000	-22812.6	-26692.2	3879.57	-26692.2	0.272013	0.00202019	14.4073	120.961	0.0999684	4.46675	0.325584	0.211105	0.201483	0.261828
54600000	-22752.4	-26676.4	3924.04	-26676.4	0.268007	0.00266235	5.29003	163.408	0.069311	7.37123	0.325074	0.211715	0.196667	0.266544
54800000	-22764.9	-26678.5	3913.64	-26678.5	0.281907	0.00306146	10.0388	153.487	0.0484351	0.920083	0.318827	0.217026	0.198611	0.265536
55000000	-22789.8	-26687.3	3897.5	-26687.3	0.290749	0.0019186	19.7596	139.421	0.076444	8.04156	0.318626	0.213104	0.199063	0.269206
55200000	-22825	-26697.3	3872.33	-26697.3	0.280861	0.00270515	5.5671	112.447	0.137447	6.9017	0.319896	0.21203	0.199106	0.268968
55400000	-22816.1	-26690.1	3874.01	-26690.1	0.283694	0.00197258	6.0795	113.863	0.100313	4.45178	0.318586	0.21408	0.197037	0.270297
55600000	-22838.7	-26696.9	3858.18	-26696.9	0.272417	0.00173746	9.16861	98.9784	0.123156	6.61942	0.319349	0.212203	0.194928	0.273519
55800000	-22840.9	-26702.4	3861.44	-26702.4	0.291227	0.00171168	3.51805	101.089	0.159253	6.75416	0.314338	0.216493	0.19842	0.270748
56000000	-22878.8	-26709.4	3830.56	-26709.4	0.296711	0.00173232	5.53978	71.0666	0.20552	6.91931	0.317962	0.215973	0.193866	0.272199
56200000	-22881.6	-26710.4	3828.84	-26710.4	0.331212	0.00203462	9.78586	69.9953	0.186374	1.10397	0.317521	0.219716	0.196505	0.266259
56400000	-22834.8	-26702.3	3867.43	-26702.3	0.263594	0.00209836	11.2223	109.434	0.20868	16.0236	0.316428	0.212793	0.200207	0.270572
56600000	-22846.8	-26697.6	3850.77	-26697.6	0.270574	0.00172167	14.3635	92.8328	0.170491	9.03171	0.316148	0.213297	0.199151	0.271404
56800000	-22844	-26702.4	3858.42	-26702.4	0.278316	0.00180285	9.1586	99.0666	0.122776	1.95378	0.329117	0.210306	0.191351	0.269226
57000000	-22880.4	-26712.4	3832.01	-26712.4	0.37504	0.00136956	11.1562	73.4482	0.169989	5.30695	0.316326	0.218576	0.197306	0.267793
57200000	-22837.5	-26701.8	3864.3	-26701.8	0.341427	0.00209574	25.5015	107.048	0.120686	0.957423	0.317531	0.213407	0.200441	0.268622
57400000	-22832.8	-26692.4	3859.61	-26692.4	0.267902	0.00201929	9.54025	100.887	0.173023	8.52949	0.319454	0.21467	0.197824	0.268051
57600000	-22796.5	-26685.7	3889.17	-26685.7	0.272093	0.00227808	7.83377	129.662	0.108844	9.24225	0.320888	0.212019	0.196723	0.27037
57800000	-22816.2	-26688.9	3872.69	-26688.9	0.283837	0.00236325	9.46104	113.488	0.12225	4.966	0.317911	0.217064	0.197532	0.267493
58000000	-22834.6	-26697.2	3862.6	-26697.2	0.286515	0.00182598	12.9204	104.373	0.15555	9.48485	0.31341	0.212736	0.200074	0.27378
58200000	-22834.6	-26696	3861.37	-26696	0.297889	0.00200379	11.4658	102.479	0.117972	4.56888	0.317012	0.214262	0.195663	0.273063
58400000	-22837.1	-26700.7	3863.58	-26700.7	0.303044	0.00223747	7.91924	103.536	0.082845	-0.690867	0.317695	0.213677	0.200971	0.267657
58600000	-22856.6	-26703.2	3846.67	-26703.2	0.330761	0.00170015	6.80576	86.6699	0.108747	1.29985	0.318603	0.218677	0.196098	0.266623
58800000	-22796.6	-26693.2	3896.64	-26693.2	0.324398	0.0027874	9.82056	137.073	0.0830883	3.75324	0.320241	0.213405	0.193728	0.272626
59000000	-22721.8	-26668.1	3946.32	-26668.1	0.266667	0.00333803	7.25895	185.852	0.0529647	5.82121	0.321337	0.21505	0.196905	0.266708
59200000	-22810.9	-26690.9	3879.93	-26690.9	0.273985	0.00238583	8.01103	120.15	0.0929859	4.52116	0.318251	0.215244	0.195262	0.271244
59400000	-22801.4	-26693.5	3892.12	-26693.5	0.279131	0.00254883	3.29894	131.199	0.0981129	6.37807	0.320428	0.218018	0.192896	0.268658
59600000	-22826	-26703.1	3877.01	-26703.1	0.264185	0.00234941	5.53901	117.542	0.166007	14.1068	0.320772	0.212021	0.197807	0.269401
59800000	-22772.6	-26678.1	3905.53	-26678.1	0.261359	0.00321998	10.0784	146.501	0.109058	10.3545	0.321728	0.211742	0.197672	0.268858
60000000	-22801.3	-26687.4	3886.07	-26687.4	0.270519	0.0024679	6.72723	126.207	0.100813	8.50491	0.317908	0.211955	0.199146	0.27099
60200000	-22784.9	-26682.3	3897.39	-26682.3	0.267302	0.00313276	9.04818	137.624	0.0765799	4.41257	0.32077	0.212042	0.198814	0.268374
60400000	-22799.4	-26685.1	3885.66	-26685.1	0.27285	0.00258895	11.3385	126.565	0.0913729	6.85049	0.317407	0.213803	0.199521	0.269268
60600000	-22880	-26711.9	3831.96	-26711.9	0.264376	0.00207218	4.72456	72.7885	0.304151	11.6322	0.320835	0.213368	0.200283	0.265514
60800000	-22787.4	-26683.7	3896.23	-26683.7	0.309134	0.00208415	10.3727	137.073	0.0977198	8.23165	0.319117	0.213043	0.19581	0.272029
61000000	-22819.4	-26694.7	3875.27	-26694.7	0.281987	0.00233093	6.39589	115.301	0.107733	5.49982	0.320192	0.209323	0.198672	0.271813
61200000	-22837.7	-26708.5	3870.81	-26708.5	0.323394	0.0021427	10.0845	111.371	0.0951294	2.0271	0.319427	0.209399	0.200221	0.270953
61400000	-22824.2	-26694.3	3870.09	-26694.3	0.301931	0.00193719	11.4239	110.836	0.0939031	0.847942	0.322041	0.214732	0.19329	0.269938
61600000	-22775.7	-26681.8	3906.13	-26681.8	0.268009	0.00255714	8.7982	146.589	0.0923918	7.10128	0.318769	0.21008	0.198772	0.272379
61800000	-22763.7	-26679.5	3915.79	-26679.5	0.264429	0.00244724	8.1445	156.072	0.0835383	8.82361	0.311834	0.216965	0.19544	0.275761
62000000	-22777.3	-26681.1	3903.76	-26681.1	0.258927	0.00308341	5.72103	143.401	0.088914	4.63684	0.322794	0.209978	0.197352	0.269877
62200000	-22794.5	-26684	3889.51	-26684	0.274021	0.00237072	6.87351	129.984	0.126498	10.7473	0.318612	0.21553	0.195381	0.270477
62400000	-22775.9	-26681.2	3905.29	-26681.2	0.284873	0.00260023	8.42299	145.502	0.0800118	6.29908	0.32171	0.214771	0.19416	0.269359
62600000	-22745.4	-26674.7	3929.22	-26674.7	0.291522	0.00301806	11.764	169.764	0.0599294	6.57259	0.315026	0.211818	0.20041	0.272745
62800000	-22769.1	-26680.6	3911.52	-26680.6	0.289113	0.00237365	8.46643	151.462	0.0622641	5.52342	0.319987	0.208951	0.199095	0.271968
63000000	-22817.4	-26694.9	3877.5	-26694.9	0.301504	0.00222132	11.3769	118.158	0.0852559	1.23846	0.317654	0.214389	0.192484	0.275473
63200000	-22750.6	-26677.4	3926.85	-26677.4	0.272581	0.00331562	8.22101	166.593	0.0560964	4.1133	0.321333	0.221433	0.195914	0.26132
63400000	-22760.5	-26685.2	3924.71	-26685.2	0.257248	0.00346378	7.69666	165.05	0.0821566	14.1494	0.314538	0.21652	0.198592	0.27035
63600000	-22786	-26692.8	3906.82	-26692.8	0.255811	0.00215048	8.28105	146.913	0.0740655	5.86773	0.320336	0.211704	0.201795	0.266165
63800000	-22776.1	-26684.4	3908.3	-26684.4	0.276262	0.00247565	25.4618	150.596	0.0726625	2.59684	0.319912	0.216354	0.203554	0.26018
64000000	-22767.6	-26677.9	3910.28	-26677.9	0.275397	0.00259243	13.6886	151.306	0.0757795	5.00502	0.32165	0.215978	0.19799	0.264382
64200000	-22799.5	-26689.9	3890.41	-26689.9	0.309972	0.00224416	10.3349	130.928	0.0863018	2.31098	0.317658	0.209778	0.201748	0.270815
64400000	-22856.4	-26701.4	3844.98	-26701.4	0.270411	0.00168535	7.93379	86.3019	0.230531	11.1354	0.318042	0.209628	0.203676	0.268653
64600000	-22835.9	-26697	3861.18	-26697	0.279297	0.0015953	11.5384	102.541	0.144082	5.88685	0.321228	0.21631	0.194466	0.267996
64800000	-22832.1	-26696.3	3864.2	-26696.3	0.314215	0.00168424	8.84134	105.218	0.160709	7.06375	0.324698	0.213886	0.194034	0.267383
65000000	-22796.7	-26692	3895.32	-26692	0.323719	0.00251624	12.9122	136.045	0.072466	0.873086	0.314408	0.214305	0.198161	0.273126
65200000	-22788.5	-26684.1	3895.57	-26684.1	0.280836	0.0027617	9.99873	136.141	0.0882732	4.88422	0.319361	0.21011	0.200417	0.270111
65400000	-22821.2	-26693.6	3872.49	-26693.6	0.267659	0.00235465	8.2397	113.053	0.119573	6.03192	0.324613	0.211223	0.19641	0.267754
65600000	-22780.4	-26682.9	3902.44	-26682.9	0.259923	0.00305032	18.4946	143.877	0.0647123	2.74449	0.32223	0.214817	0.196982	0.26597
65800000	-22748.7	-26678.3	3929.54	-26678.3	0.267356	0.00294417	3.36593	168.275	0.0621586	9.00933	0.317662	0.216225	0.202209	0.263903
66000000	-22782.2	-26683.5	3901.35	-26683.5	0.28374	0.0033023	6.4084	141.065	0.0848796	3.15236	0.318494	0.212312	0.19967	0.269524
66200000	-22784.1	-26683	3898.93	-26683	0.272429	0.0028404	11.3876	139.648	0.0805689	4.68235	0.325633	0.211449	0.196797	0.266121
66400000	-22793.4	-26686.1	3892.72	-26686.1	0.281947	0.00208563	9.37974	133.375	0.1048	5.95775	0.317168	0.211885	0.197911	0.273036
66600000	-22809.3	-26692.1	3882.8	-26692.1	0.306513	0.00164669	10.2301	123.8	0.124609	6.29646	0.317957	0.213221	0.200011	0.268811
66800000	-22773.6	-26684.2	3910.58	-26684.2	0.291634	0.00190608	7.78102	150.41	0.0692324	3.2665	0.324654	0.212835	0.196324	0.266187
67000000	-22823.5	-26697.9	3874.42	-26697.9	0.307686	0.00166246	18.6525	116.21	0.0945589	1.42314	0.315903	0.217389	0.196579	0.270129
67200000	-22819.4	-26692.6	3873.19	-26692.6	0.309757	0.00191836	11.7102	113.989	0.086534	3.32688	0.314916	0.216809	0.200026	0.268249
67400000	-22789.6	-26686.9	3897.33	-26686.9	0.297431	0.002043	7.21636	136.867	0.0617161	1.63615	0.321878	0.216511	0.195353	0.266257
67600000	-22780.9	-26685.6	3904.73	-26685.6	0.324038	0.00242309	6.64021	144.418	0.0790157	2.6892	0.317659	0.218741	0.19486	0.26874
67800000	-22783.7	-26693.5	3909.76	-26693.5	0.263667	0.00347096	10.2311	150.703	0.100519	11.0783	0.318677	0.209543	0.196815	0.274965
68000000	-22785.6	-26691.2	3905.6	-26691.2	0.266071	0.00279268	6.09559	145.401	0.0862748	7.57194	0.316075	0.214023	0.197692	0.27221
68200000	-22857.6	-26703.8	3846.21	-26703.8	0.295856	0.00146136	5.16726	86.3867	0.173224	5.11635	0.319743	0.211252	0.195735	0.273271
