# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha/ebola_delphy_alpha.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha/ebola_delphy_alpha.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-out-beast-xml beast2_run_alpha/ebola_alpha.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	gammaShape	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
26800000	-26890.2	-26615.1	-275.066	-26615.1	0.267086	0.00275887	0.270847	8.96735	159.33	0.0669375	6.11914	0.3154	0.220539	0.197821	0.266239
27000000	-16142.5	-26639.4	10497	-26639.4	0.26845	0.00199141	0.221125	12.6827	102.384	0.144612	10.5824	0.314552	0.214618	0.196341	0.274488
27200000	-43895.2	-26673.9	-17221.3	-26673.9	0.35728	0.00208108	0.590612	7.0803	100.378	0.137945	4.91361	0.323608	0.214401	0.196539	0.265452
27400000	20728.5	-26600	47328.5	-26600	0.285734	0.00193984	0.138201	8.41677	106.991	0.11355	6.20152	0.315237	0.216168	0.197087	0.271507
27600000	32602.9	-26611.5	59214.4	-26611.5	0.273675	0.00224267	0.124568	6.39073	98.4158	0.148561	12.1167	0.319468	0.217757	0.193942	0.268834
27800000	134977	-26573.3	161550	-26573.3	0.269749	0.00194447	0.0707226	7.20252	129.042	0.084234	5.10807	0.319981	0.217685	0.194308	0.268026
28000000	-34244.8	-26655.1	-7589.75	-26655.1	0.318904	0.00194393	0.347229	5.69651	113.589	0.103121	1.28451	0.316004	0.212956	0.201602	0.269439
28200000	-11972	-26607.7	14635.7	-26607.7	0.273467	0.00222844	0.206855	8.24337	140.34	0.0914561	7.27299	0.320303	0.212287	0.195852	0.271558
28400000	59013.1	-26591.6	85604.7	-26591.6	0.31094	0.00178594	0.101881	5.66944	120.813	0.100973	2.39297	0.321225	0.211308	0.198024	0.269443
28600000	-45940	-26663	-19277	-26663	0.265465	0.00164968	1.05875	5.99085	134.265	0.0980106	7.49541	0.319352	0.219134	0.194551	0.266962
28800000	-45711	-26658.3	-19052.7	-26658.3	0.27102	0.00258211	1.23255	10.7064	150.33	0.0632437	6.89392	0.321323	0.21165	0.19269	0.274336
29000000	-45389.7	-26665.5	-18724.2	-26665.5	0.30839	0.00202886	1.37485	6.79132	112.435	0.0872437	1.78742	0.320041	0.211827	0.197582	0.27055
29200000	-45551.1	-26675.3	-18875.8	-26675.3	0.278485	0.00209406	1.32067	13.499	97.6865	0.11986	6.23764	0.320211	0.212193	0.197335	0.270261
29400000	-44460.3	-26677.6	-17782.6	-26677.6	0.28431	0.00199854	1.85348	8.41284	116.199	0.0959758	0.221363	0.321888	0.209368	0.198997	0.269747
29600000	-45736.2	-26680.9	-19055.3	-26680.9	0.288983	0.00194871	0.804646	11.5207	114.126	0.0965063	5.77411	0.326684	0.211142	0.195117	0.267057
29800000	-7111.27	-26628.3	19517	-26628.3	0.271246	0.00233784	0.192271	13.9421	123.902	0.100525	1.52838	0.315314	0.219185	0.199635	0.265867
30000000	120759	-26575.5	147335	-26575.5	0.281692	0.0023553	0.0738503	21.115	133.787	0.0679568	0.333124	0.319012	0.219257	0.194077	0.267654
30200000	9750.96	-26606.6	36357.6	-26606.6	0.312766	0.00189501	0.158114	10.3363	139.535	0.056588	-2.05684	0.321133	0.217414	0.191946	0.269508
30400000	773.233	-26623.1	27396.3	-26623.1	0.349589	0.00198938	0.171903	5.11987	100.945	0.1118	4.23072	0.320851	0.215066	0.194641	0.269442
30600000	86890.1	-26576.1	113466	-26576.1	0.354195	0.00192496	0.0864575	13.8329	99.3586	0.0960816	-3.42853	0.318744	0.216669	0.195485	0.269102
30800000	-43439.9	-26645.5	-16794.3	-26645.5	0.294577	0.00187004	0.570917	8.73979	125.779	0.112237	8.62364	0.319493	0.217479	0.196496	0.266531
31000000	-41441.1	-26667.9	-14773.2	-26667.9	0.333428	0.00169305	0.495445	14.1712	101.914	0.107047	0.626615	0.324722	0.215905	0.197296	0.262077
31200000	-45647.5	-26673.1	-18974.4	-26673.1	0.306838	0.00208789	0.894822	6.41146	88.4654	0.12032	5.3843	0.315865	0.213421	0.199506	0.271207
31400000	-46300.2	-26676.7	-19623.6	-26676.7	0.292438	0.00214821	0.96151	5.64657	100.994	0.130998	7.19643	0.317446	0.217482	0.198575	0.266497
31600000	-40394.1	-26651.2	-13742.9	-26651.2	0.281631	0.0026869	0.462781	14.9168	104.506	0.138821	8.04317	0.318702	0.213776	0.19814	0.269382
31800000	-41882.5	-26640.5	-15242	-26640.5	0.277457	0.0036112	0.503043	17.2756	170.124	0.0592836	3.03955	0.320486	0.213902	0.196334	0.269278
32000000	-8688.04	-26599.3	17911.3	-26599.3	0.270235	0.00276235	0.196794	11.1164	181.384	0.0425391	2.66151	0.319101	0.213127	0.198417	0.269355
32200000	-45794.9	-26639.4	-19155.5	-26639.4	0.283589	0.00238453	0.813795	11.6817	157.893	0.0534623	2.43352	0.313887	0.213823	0.19876	0.27353
32400000	-33678.8	-26630.3	-7048.45	-26630.3	0.304858	0.00256616	0.343543	4.48786	147.291	0.0446884	-1.08142	0.318054	0.220054	0.197064	0.264828
32600000	-38274.9	-26643.7	-11631.1	-26643.7	0.296804	0.00290706	0.414788	13.8961	148.094	0.0643686	1.16366	0.316859	0.214676	0.197983	0.270483
32800000	33915.9	-26582.7	60498.7	-26582.7	0.285866	0.00359955	0.121848	8.29983	169.144	0.0468914	2.66868	0.319142	0.213069	0.198134	0.269655
33000000	-33284.3	-26634.9	-6649.37	-26634.9	0.299973	0.00257431	0.331092	8.59438	132.014	0.0879755	2.38842	0.32348	0.21217	0.193666	0.270684
33200000	-44801.3	-26654.1	-18147.2	-26654.1	0.279583	0.00205274	0.676007	11.842	111.279	0.130403	5.66723	0.319916	0.210416	0.201444	0.268225
33400000	-35715.9	-26664	-9051.87	-26664	0.296585	0.00240171	0.370441	6.57636	136.636	0.0925238	3.20903	0.318938	0.215509	0.197678	0.267874
33600000	-45031.6	-26668.7	-18363	-26668.7	0.28545	0.00223202	0.732111	6.926	93.5133	0.186748	9.17495	0.321161	0.211681	0.199661	0.267497
33800000	-43812.9	-26645.5	-17167.4	-26645.5	0.283937	0.00187421	0.574831	10.2198	109.11	0.115045	5.65453	0.31554	0.217737	0.198876	0.267846
34000000	-42617.4	-26640.1	-15977.4	-26640.1	0.263093	0.00290741	0.539476	7.89775	189.932	0.0438886	8.29736	0.324199	0.217356	0.197482	0.260962
34200000	-34708	-26621.3	-8086.62	-26621.3	0.262037	0.00295332	0.351603	7.25229	149.274	0.0967746	12.8222	0.325485	0.210252	0.196929	0.267333
34400000	-28762.5	-26624	-2138.5	-26624	0.287273	0.00219513	0.292333	7.22064	122.84	0.10177	4.0658	0.319786	0.213338	0.194381	0.272494
34600000	-38780.2	-26646.6	-12133.6	-26646.6	0.28499	0.002039	0.41533	12.5959	113.228	0.139682	6.4296	0.317876	0.215143	0.199892	0.267088
34800000	-42954.4	-26670.7	-16283.7	-26670.7	0.263673	0.00197526	0.546123	7.86602	94.2547	0.268135	16.5762	0.32158	0.209714	0.19556	0.273146
35000000	-42539.7	-26644.3	-15895.3	-26644.3	0.265565	0.00308963	0.546175	11.9559	151.416	0.0694455	4.13198	0.321954	0.211032	0.195006	0.272008
35200000	-24180.3	-26632.6	2452.29	-26632.6	0.283041	0.00362412	0.265409	8.97352	171.892	0.0438208	-0.92121	0.325384	0.210575	0.200345	0.263697
35400000	-45391.6	-26665.5	-18726.2	-26665.5	0.343599	0.00195818	1.2991	4.95647	125.982	0.0721605	-1.56066	0.322303	0.213917	0.197674	0.266106
35600000	-44529.6	-26687.2	-17842.4	-26687.2	0.281896	0.00216795	1.72313	9.05172	131.77	0.0949918	8.48546	0.311577	0.211141	0.202681	0.274601
35800000	-45239.6	-26681	-18558.6	-26681	0.308866	0.00193454	1.5554	12.0234	108.383	0.190811	10.0761	0.313649	0.21452	0.20096	0.270871
36000000	-45160.8	-26684.7	-18476.1	-26684.7	0.28253	0.0027998	1.56427	9.48502	117.386	0.113482	5.84258	0.317893	0.211276	0.202836	0.267995
36200000	-45548.7	-26671.1	-18877.6	-26671.1	0.294876	0.00189953	0.747818	7.35134	132.402	0.0758116	2.58872	0.320142	0.212233	0.197044	0.270581
36400000	-43651.6	-26671.8	-16979.8	-26671.8	0.307228	0.00247262	0.569765	11.9533	114.471	0.105977	2.57598	0.320213	0.212915	0.199513	0.26736
36600000	-41503.8	-26642.9	-14860.9	-26642.9	0.319019	0.00261937	0.490018	14.4084	132.316	0.0747656	0.393015	0.322481	0.213301	0.194507	0.269711
36800000	-13741.5	-26623.4	12882	-26623.4	0.331823	0.00173105	0.213089	16.7155	118.864	0.0917757	3.16793	0.318597	0.215734	0.201089	0.26458
37000000	-35670.1	-26622.5	-9047.66	-26622.5	0.265042	0.00316185	0.358208	9.39444	159.359	0.0558778	8.06794	0.32195	0.214216	0.195551	0.268283
37200000	2125.55	-26612.4	28737.9	-26612.4	0.277218	0.00220194	0.168038	9.08904	155.267	0.0862428	8.89851	0.315078	0.210446	0.202111	0.272365
37400000	41311.8	-26602.8	67914.7	-26602.8	0.286439	0.0020136	0.116399	10.9159	121.722	0.0891161	2.52729	0.31977	0.211578	0.192518	0.276134
37600000	-32009	-26629.4	-5379.58	-26629.4	0.282783	0.00244618	0.318265	6.35338	142.187	0.103585	11.8613	0.324267	0.213623	0.189808	0.272302
37800000	-33815.9	-26621.3	-7194.59	-26621.3	0.285352	0.00202717	0.343669	8.27352	145.172	0.0770091	7.17542	0.31604	0.212502	0.202292	0.269167
38000000	-45281.7	-26660.4	-18621.4	-26660.4	0.29663	0.0027068	0.706133	4.71553	146.742	0.0759174	3.90603	0.324806	0.21351	0.201771	0.259913
38200000	-45616	-26640.6	-18975.4	-26640.6	0.276495	0.00327644	0.870249	8.77434	159.22	0.0655421	9.12118	0.31574	0.214667	0.199327	0.270267
38400000	-44822.1	-26657.7	-18164.4	-26657.7	0.284868	0.00176616	0.662826	15.5796	125.081	0.0941296	4.26288	0.315673	0.213135	0.202988	0.268203
38600000	-33318.3	-26641.4	-6676.85	-26641.4	0.324943	0.002403	0.337131	8.18942	135.363	0.0654724	-1.57238	0.326166	0.20456	0.198933	0.270341
38800000	-44312.4	-26690.7	-17621.7	-26690.7	0.306588	0.00172469	1.81198	8.7608	127.502	0.101235	3.5759	0.319382	0.217834	0.199497	0.263287
39000000	-45488	-26686.2	-18801.9	-26686.2	0.324197	0.00298783	1.31026	12.7832	104.909	0.146045	3.46935	0.31545	0.214229	0.198796	0.271525
39200000	-45971.8	-26665.7	-19306.1	-26665.7	0.264441	0.00220138	1.03448	12.9582	115.517	0.0856524	4.51402	0.312912	0.212739	0.197454	0.276895
39400000	-35070.9	-26711.1	-8359.78	-26711.1	0.321785	0.00146571	6.65906	7.99697	65.9637	0.179793	5.3569	0.323004	0.218241	0.190244	0.268512
39600000	-43075.1	-26672.9	-16402.2	-26672.9	0.262759	0.00219635	2.26573	11.5731	117.352	0.133497	9.38814	0.317861	0.215952	0.196268	0.26992
39800000	-45974	-26673.7	-19300.3	-26673.7	0.29483	0.00234804	1.16621	8.9019	120.433	0.108387	1.72221	0.314849	0.215764	0.198111	0.271276
40000000	-45144.2	-26649.8	-18494.4	-26649.8	0.304919	0.00240937	0.72653	7.66009	149.138	0.0764639	8.85312	0.321558	0.213951	0.198039	0.266452
40200000	-45759.9	-26643.1	-19116.8	-26643.1	0.263856	0.00326733	0.817258	8.27764	163.484	0.052232	8.22253	0.31768	0.215785	0.196736	0.269799
40400000	-45724.4	-26678	-19046.5	-26678	0.297693	0.00233164	0.964996	18.4809	120.817	0.0803394	1.01652	0.318834	0.216142	0.197261	0.267763
40600000	-45201.9	-26654.2	-18547.7	-26654.2	0.315277	0.00323474	0.741209	5.75889	152.198	0.0455447	0.24709	0.319894	0.214083	0.197868	0.268155
40800000	-41260.6	-26683	-14577.6	-26683	0.295561	0.00380673	2.98247	6.51585	176.412	0.0556574	2.58892	0.312421	0.217236	0.197489	0.272855
41000000	-42218.2	-26636.9	-15581.3	-26636.9	0.279288	0.00290497	0.511374	9.074	138.76	0.0902235	8.30205	0.321769	0.210996	0.195919	0.271316
41200000	31506.7	-26608.3	58115	-26608.3	0.271579	0.00148217	0.124236	9.36477	81.5513	0.234606	11.815	0.320665	0.212923	0.199435	0.266977
41400000	15934.1	-26596.2	42530.2	-26596.2	0.281512	0.00195583	0.145083	9.53481	99.8699	0.163013	6.75446	0.322509	0.210465	0.201596	0.26543
41600000	-45363.4	-26668.4	-18695.1	-26668.4	0.269466	0.0018692	0.790919	5.53456	112.343	0.142536	9.46184	0.313616	0.212795	0.203392	0.270197
41800000	68496	-26611	95107	-26611	0.374671	0.00155265	0.0969861	7.69988	91.852	0.115154	-1.20767	0.317255	0.21217	0.198781	0.271794
42000000	63941	-26591.5	90532.5	-26591.5	0.25902	0.00253139	0.0998688	6.25895	137.72	0.124777	15.9168	0.321257	0.216495	0.198343	0.263905
42200000	-24883.5	-26642	1758.48	-26642	0.298971	0.00185875	0.266165	18.1199	98.0266	0.147049	4.19306	0.309693	0.215142	0.202879	0.272285
42400000	177398	-26570.1	203968	-26570.1	0.307561	0.00233123	0.0578993	9.03567	140.934	0.0529936	-0.473905	0.320484	0.218948	0.197868	0.2627
42600000	33842.4	-26598.2	60440.7	-26598.2	0.314234	0.00140304	0.12318	6.60108	96.2237	0.103805	1.86613	0.318935	0.214403	0.200862	0.265799
42800000	29626.9	-26584.6	56211.4	-26584.6	0.265875	0.00306454	0.127473	12.3842	139.805	0.0876585	6.5244	0.330032	0.206686	0.19585	0.267432
43000000	-37933.9	-26656.6	-11277.4	-26656.6	0.305682	0.00237475	0.402258	7.36441	102.156	0.102978	3.59346	0.317711	0.214281	0.199188	0.26882
43200000	-9388.23	-26631.8	17243.5	-26631.8	0.31721	0.00245242	0.196899	6.78117	122.122	0.0864385	2.02175	0.324207	0.210718	0.199069	0.266006
43400000	392223	-26514.2	418737	-26514.2	0.319929	0.00236196	0.0340003	10.3966	121.374	0.0840248	-1.06541	0.318581	0.213318	0.196118	0.271983
43600000	39112.5	-26589.2	65701.7	-26589.2	0.264656	0.00198823	0.117424	10.66	128.791	0.104861	7.42232	0.314459	0.209137	0.199323	0.277082
43800000	-14952.8	-26622.1	11669.3	-26622.1	0.320301	0.00177893	0.216239	8.42991	93.1311	0.162207	6.88471	0.321761	0.21219	0.194367	0.271682
44000000	-45874	-26669.4	-19204.7	-26669.4	0.295693	0.00180129	0.943589	10.5212	107.97	0.127732	3.41261	0.321133	0.212585	0.199823	0.266458
44200000	-45110.9	-26670.7	-18440.2	-26670.7	0.278629	0.00213452	1.53593	9.83524	127.026	0.108638	6.87028	0.320331	0.213126	0.196167	0.270376
44400000	-45006.3	-26671	-18335.3	-26671	0.292171	0.00193574	1.47561	15.4618	127.092	0.095748	6.70723	0.316203	0.213919	0.201433	0.268445
44600000	-40708.1	-26672.7	-14035.4	-26672.7	0.259421	0.00300613	3.19436	9.25806	144.58	0.0866174	8.75312	0.323011	0.212789	0.196207	0.267992
44800000	-45893.3	-26660.3	-19233	-26660.3	0.306212	0.00167906	0.942844	8.83084	139.995	0.0736194	0.547668	0.319773	0.213479	0.200562	0.266186
45000000	-36235.1	-26634.8	-9600.33	-26634.8	0.28114	0.00303321	0.367288	12.3431	134.394	0.108929	8.46532	0.316513	0.214185	0.197694	0.271608
45200000	-9028.51	-26631	17602.5	-26631	0.280136	0.00284329	0.19709	7.52393	132.976	0.0884403	5.13076	0.316122	0.214927	0.19488	0.274071
45400000	-45061	-26665.7	-18395.3	-26665.7	0.290435	0.00216112	0.706181	6.34642	106.878	0.174742	7.59164	0.324888	0.210788	0.199556	0.264769
45600000	-23824.9	-26629.1	2804.16	-26629.1	0.31105	0.00263318	0.26186	8.27243	143.729	0.0567088	-1.45233	0.315254	0.216529	0.196681	0.271536
45800000	-41544.9	-26663.1	-14881.8	-26663.1	0.321193	0.00214493	0.477464	9.29177	119.661	0.0747262	2.20613	0.322475	0.212466	0.202767	0.262292
46000000	-38411.5	-26651.2	-11760.3	-26651.2	0.321277	0.0016187	0.4111	13.4667	103.87	0.132462	2.63268	0.319818	0.212989	0.193627	0.273566
46200000	-25997.6	-26638.4	640.797	-26638.4	0.311502	0.00242618	0.268248	8.35581	143.745	0.0668274	-0.816796	0.321625	0.214541	0.195517	0.268317
46400000	-44284.4	-26620.9	-17663.4	-26620.9	0.265336	0.00320455	0.604719	10.3004	191.574	0.0472928	5.86329	0.317271	0.217149	0.196089	0.269492
46600000	-38812.1	-26649.9	-12162.2	-26649.9	0.268166	0.00271281	0.410345	12.6083	132.455	0.0925589	4.9064	0.317784	0.21063	0.199055	0.27253
46800000	-6256.48	-26624.3	20367.8	-26624.3	0.32051	0.00227097	0.190232	12.7154	144.859	0.0507628	0.3523	0.322996	0.219478	0.193078	0.264448
47000000	7298.45	-26588.2	33886.6	-26588.2	0.297986	0.00219097	0.158603	8.51551	150.701	0.0745715	4.7353	0.31663	0.21368	0.200848	0.268842
47200000	-41417.7	-26644	-14773.7	-26644	0.277362	0.00213551	0.488836	6.05386	127.5	0.108708	9.18492	0.312179	0.208658	0.203191	0.275973
47400000	-44550.2	-26658	-17892.1	-26658	0.279568	0.00193998	0.625821	12.2612	115.511	0.104384	5.42166	0.318107	0.212672	0.200527	0.268694
47600000	-34290.4	-26616.4	-7674.1	-26616.4	0.272	0.0023664	0.337108	8.58379	143.76	0.0866784	7.37898	0.322262	0.210228	0.198263	0.269248
47800000	-26552	-26642.9	90.9646	-26642.9	0.30077	0.00208372	0.273286	5.74133	120.149	0.0879239	2.06944	0.323713	0.215002	0.193028	0.268258
48000000	-40581.4	-26687.1	-13894.2	-26687.1	0.290461	0.00172722	3.28833	5.84381	97.6774	0.12095	4.16486	0.317767	0.211224	0.198856	0.272153
48200000	-40576.1	-26680.1	-13896	-26680.1	0.282055	0.00224274	3.2956	6.30659	108.521	0.112562	5.04723	0.318934	0.213227	0.195164	0.272675
48400000	-42212.9	-26681.7	-15531.3	-26681.7	0.269273	0.00245733	2.53342	8.78947	141.817	0.0939251	7.01602	0.315756	0.214042	0.201796	0.268406
48600000	-33905.9	-26621.2	-7284.72	-26621.2	0.276858	0.0026161	0.345327	10.6343	124.817	0.0975957	6.51689	0.315988	0.214393	0.201502	0.268117
48800000	-35486.6	-26626.3	-8860.22	-26626.3	0.284419	0.00229082	0.360734	5.78008	131.401	0.0829175	3.32921	0.322746	0.212503	0.19298	0.271771
49000000	244828	-26547.9	271376	-26547.9	0.264136	0.00278708	0.047938	24.9964	138.415	0.0913782	9.53473	0.316813	0.219451	0.20106	0.262676
49200000	136192	-26557.5	162750	-26557.5	0.312197	0.00245287	0.0679581	11.6753	138.946	0.0769733	1.63765	0.318531	0.213498	0.201641	0.26633
49400000	18815.6	-26607	45422.7	-26607	0.303675	0.00228227	0.142764	7.48348	128.525	0.0640495	-1.29869	0.323451	0.208461	0.200019	0.268069
49600000	-494.833	-26617.4	26122.5	-26617.4	0.270295	0.0020497	0.175396	9.02849	110.594	0.129204	7.42114	0.323343	0.214429	0.19597	0.266258
49800000	-39862.4	-26660.1	-13202.3	-26660.1	0.271985	0.00184049	0.447958	9.76007	112.454	0.0975771	2.57585	0.319369	0.216016	0.198533	0.266082
50000000	-43611.9	-26663.4	-16948.5	-26663.4	0.307347	0.0019489	0.583226	5.87504	98.9035	0.0981965	2.00573	0.315967	0.21599	0.201939	0.266104
50200000	-46173.6	-26675	-19498.6	-26675	0.301897	0.00192641	0.973054	9.22181	101.075	0.0955101	-1.39315	0.322459	0.209451	0.203709	0.264381
50400000	-43116.3	-26671.4	-16444.9	-26671.4	0.272512	0.00251475	2.20764	10.7309	134.276	0.0827448	7.78911	0.319752	0.217124	0.193109	0.270015
50600000	-45209	-26687.1	-18521.9	-26687.1	0.27121	0.00219082	1.46861	6.90868	139.278	0.0803187	3.77871	0.319901	0.212631	0.198337	0.269132
50800000	-45582.5	-26682	-18900.5	-26682	0.340507	0.00203588	1.29878	8.36939	101.412	0.129583	2.12176	0.322512	0.209149	0.200529	0.267809
51000000	-45544.7	-26673.8	-18870.9	-26673.8	0.291138	0.00163781	1.39619	9.03597	114.622	0.105141	6.66945	0.317694	0.209958	0.202586	0.269762
51200000	-39656.2	-26641.4	-13014.7	-26641.4	0.313252	0.00261218	0.434757	8.53173	131.751	0.0606201	0.734697	0.315828	0.213355	0.19933	0.271487
51400000	145167	-26566.7	171734	-26566.7	0.289984	0.00167239	0.066464	8.71176	137.841	0.0740524	5.81736	0.313455	0.213207	0.197893	0.275445
51600000	47889	-26581.3	74470.4	-26581.3	0.287479	0.00318845	0.110445	9.37381	147.686	0.0609687	2.3813	0.317975	0.217397	0.199816	0.264812
51800000	-45297.9	-26668.2	-18629.7	-26668.2	0.290732	0.0019146	0.689766	6.04581	141.067	0.0753357	3.00886	0.321413	0.213235	0.196466	0.268887
52000000	-41859.8	-26682.2	-15177.6	-26682.2	0.273455	0.00306952	2.74059	6.98865	124.794	0.105929	7.98672	0.313165	0.218593	0.201457	0.266785
52200000	-45919.6	-26648.6	-19271	-26648.6	0.290441	0.00235956	0.856223	6.75288	121.723	0.0986732	5.012	0.316393	0.212169	0.196059	0.275379
52400000	-44989.7	-26651.2	-18338.6	-26651.2	0.290838	0.00177307	0.715288	7.73868	114.058	0.0680665	-4.73597	0.319747	0.21308	0.196523	0.270651
52600000	-46040.2	-26666.8	-19373.4	-26666.8	0.28289	0.00258537	0.95317	12.2537	103.181	0.138147	8.92006	0.323646	0.213118	0.199199	0.264036
52800000	-43963.6	-26653	-17310.6	-26653	0.272664	0.00212963	0.594965	7.37774	108.402	0.125023	8.20017	0.321252	0.216004	0.199459	0.263285
53000000	-45928.1	-26672.2	-19255.9	-26672.2	0.319996	0.00227611	0.835074	10.8961	121.668	0.0808842	2.36695	0.315259	0.224065	0.193301	0.267375
53200000	-44503.4	-26652.3	-17851.1	-26652.3	0.329955	0.00207146	0.621503	7.24643	135.732	0.0696119	4.26011	0.31552	0.217717	0.201558	0.265206
53400000	-45340	-26648	-18692	-26648	0.262927	0.00224438	0.753238	13.016	153.337	0.0610442	3.9657	0.317999	0.215839	0.196237	0.269924
53600000	-39209.1	-26649.4	-12559.8	-26649.4	0.27615	0.00339678	0.423799	11.5859	138.828	0.0851371	7.38683	0.316264	0.214242	0.20055	0.268943
53800000	-39597.1	-26663.3	-12933.8	-26663.3	0.26175	0.00266427	0.447148	3.36931	114.786	0.110484	6.95863	0.314382	0.211812	0.199489	0.274317
54000000	-46023.3	-26679.6	-19343.7	-26679.6	0.301936	0.00145097	1.27363	12.1799	85.9743	0.175761	4.19341	0.315292	0.217855	0.192771	0.274082
54200000	-29146.5	-26628	-2518.41	-26628	0.274382	0.00284678	0.290977	5.16789	147.913	0.0753284	6.82241	0.324723	0.209607	0.195295	0.270375
54400000	-43032.7	-26643.8	-16388.9	-26643.8	0.289248	0.00266581	0.553069	15.0424	132.835	0.0688671	2.05942	0.314689	0.213805	0.201853	0.269653
54600000	14134.1	-26601.6	40735.7	-26601.6	0.279083	0.00288612	0.146102	5.50557	146.721	0.0856191	4.11371	0.322434	0.217739	0.194753	0.265075
54800000	-13084.3	-26615.7	13531.4	-26615.7	0.262737	0.00274872	0.209194	8.90019	150.759	0.0806872	7.71204	0.319458	0.21842	0.194995	0.267126
55000000	-5818.89	-26616.6	20797.7	-26616.6	0.283504	0.00270504	0.188081	6.96313	146.609	0.0932415	7.85944	0.318536	0.21377	0.196973	0.270721
55200000	-45199.1	-26684.5	-18514.6	-26684.5	0.332585	0.00181736	1.43996	14.5477	110.825	0.0782694	1.16132	0.321158	0.216967	0.196125	0.265749
55400000	-43629.3	-26649.6	-16979.7	-26649.6	0.281571	0.00290386	0.583304	9.17432	134.125	0.081087	4.00266	0.320578	0.216055	0.194232	0.269135
55600000	-45290.3	-26651.7	-18638.6	-26651.7	0.282032	0.0019466	0.718852	7.1168	130.987	0.057218	3.01957	0.318261	0.213912	0.196293	0.271534
55800000	-42120.1	-26672.8	-15447.3	-26672.8	0.307277	0.00246821	0.493896	7.24794	134.705	0.0757482	0.620796	0.322442	0.210938	0.197266	0.269354
56000000	-45663.8	-26670.4	-18993.5	-26670.4	0.304203	0.00190082	0.928131	7.63932	130.547	0.0690893	3.1077	0.317355	0.216655	0.198071	0.267918
56200000	-44882.5	-26673.8	-18208.6	-26673.8	0.277643	0.00264809	1.5822	11.2156	132.528	0.0821871	3.96611	0.321905	0.213319	0.196558	0.268218
56400000	-41683.8	-26686	-14997.8	-26686	0.294972	0.0016378	2.76547	10.2925	88.2582	0.221955	10.12	0.322624	0.211983	0.198301	0.267092
56600000	-45442.4	-26665.4	-18777.1	-26665.4	0.284209	0.00248425	1.36961	13.526	136.178	0.108946	5.73316	0.321991	0.214394	0.200086	0.26353
56800000	-45928.4	-26679.1	-19249.3	-26679.1	0.288258	0.00211029	0.972116	5.65398	121.738	0.124594	6.6483	0.321307	0.211213	0.195407	0.272072
57000000	-45327.9	-26674.4	-18653.5	-26674.4	0.289261	0.00232797	0.797792	6.24183	111.737	0.111409	4.64369	0.320736	0.210213	0.19861	0.270441
57200000	-41381.3	-26663.1	-14718.2	-26663.1	0.312001	0.00193277	0.494479	7.47855	117.073	0.0802479	-0.26848	0.316703	0.21563	0.19883	0.268837
57400000	-6225.56	-26624.4	20398.9	-26624.4	0.285338	0.00179089	0.19019	8.59077	104.926	0.116626	4.71994	0.319414	0.217488	0.195437	0.267661
57600000	-46019.3	-26685	-19334.3	-26685	0.314875	0.002362	0.936247	13.6622	143.369	0.0592374	0.85698	0.323522	0.20714	0.202239	0.267098
57800000	-43646.7	-26664.5	-16982.2	-26664.5	0.263571	0.00315696	0.590032	8.52663	121.337	0.102836	9.24163	0.3174	0.207083	0.200946	0.274572
58000000	-45838.3	-26675.5	-19162.8	-26675.5	0.273908	0.00335856	0.875498	8.2303	137.538	0.0824396	3.88451	0.328061	0.209039	0.199174	0.263727
58200000	-40968.4	-26671.5	-14296.9	-26671.5	0.266255	0.00249119	3.0338	9.5415	139.054	0.103857	10.4388	0.32018	0.218387	0.196448	0.264985
58400000	-38076.4	-26687.1	-11389.3	-26687.1	0.271422	0.00185994	4.64492	8.29347	130.947	0.0904362	6.79416	0.31763	0.215344	0.198087	0.268939
58600000	-41311.8	-26680.9	-14630.9	-26680.9	0.304405	0.00236233	2.90206	7.30396	126.977	0.069463	-1.89469	0.322104	0.215143	0.199412	0.263341
58800000	-42442.3	-26644.5	-15797.8	-26644.5	0.268373	0.0024725	0.535616	8.54161	152.039	0.0723914	4.61001	0.32081	0.217	0.192311	0.269879
59000000	-39269.1	-26650.8	-12618.3	-26650.8	0.326202	0.00273974	0.429406	12.4871	154.742	0.0519155	0.744759	0.319143	0.216573	0.20047	0.263814
59200000	-42004.1	-26647.5	-15356.6	-26647.5	0.283092	0.00234982	0.501167	5.27935	148.041	0.0602068	0.459065	0.319458	0.216519	0.197786	0.266237
59400000	6517.16	-26623.2	33140.3	-26623.2	0.265316	0.00232177	0.160761	8.35116	115.111	0.135725	10.6903	0.321631	0.212419	0.195404	0.270547
59600000	63414.9	-26574	89988.9	-26574	0.291529	0.00264401	0.0990501	4.1268	160.938	0.0596809	5.43976	0.316715	0.208338	0.198526	0.276421
